onchain_id,snapshot_id,title,status,snapshot_url,discourse_url,onchain_in_db,snapshot_in_db
155,,# Supply/Borrow Cap Updates Polygon and Arbitrum V3,executed,,,False,False
156,,# Update MAI Caps Aave Polygon V3 pool,executed,,,False,False
157,,# LDO - Reward Controller Access Request,executed,,,False,False
158,,# Ethereum v2 - wETH Interest Rate Curve Upgrade,executed,,,False,False
159,,# onboard WSTETH to Aave Optimism V3 pool,executed,,,False,False
160,,# Update xSushi price feed on Aave V2,executed,,,False,False
161,,# increase supply cap for cbETH Aave Ethereum V3,executed,,,False,False
162,,# Freeze BUSD on Aave v2 ETH,executed,,,False,False
163,,# Add wstETH to Arbitrum Aave v3,executed,,,False,False
164,,# Risk Parameter Updates for Aave V3 OP Market (2023-02-16),executed,,,False,False
165,,# Rescue Mission Phase 1 Short Executor,executed,,,False,False
166,,# Rescue Mission Phase 1 Long Executor,executed,,,False,False
167,,# MaticX Risk Parameter & Interest Rate Upgrade,executed,,,False,False
168,,# Add CRV to Ethereum v3,executed,,,False,False
169,,# increase supply cap for wstETH Aave Arbitrum V3,executed,,,False,False
170,,"# Supply/Borrow Cap Updates V3 Arbitrum, Optimism, Polygon",executed,,,False,False
171,,# Risk Parameter Updates Aave V3 Arbitrum,executed,,,False,False
172,,# stMATIC SupplyCap Increase Polygon v3,executed,,,False,False
173,,# increase supply cap for cbETH Aave Ethereum V3,pending,,,False,False
174,,# Risk Parameter Updates for MKR - Aave V2 Ethereum,executed,,,False,False
175,,# CRV Interest Rate Curve Upgrade,executed,,,False,False
176,,# BUSD Offboarding Plan,executed,,,False,False
177,,# GHST Polygon V3 Soft Freeze,executed,,,False,False
178,,# MaticX Supply Cap Increase Polygon v3,canceled,,,False,False
179,,# Disable agEUR borrows on Aave v3 Polygon,executed,,,False,False
180,,# OP Emission_Admin for Optimism v3 Liquidity Pool,canceled,,,False,False
181,,# Supply and Borrow Caps Update - LUSD - v3 Ethereum,executed,,,False,False
184,,# Activate Emode for cbETH Aave Ethereum V3,executed,,,False,False
185,,# increase supply cap for cbETH Aave Ethereum V3,executed,,,False,False
186,,# Supply/Borrow Cap Updates V3 Polygon and Arbitrum,executed,,,False,False
187,,# Aave V3 Interest Rate Curve Changes,executed,,,False,False
188,,# Risk Parameter Updates for Aave V3 ETH Market (2023-03-18),executed,,,False,False
189,,# Freeze DPI on V2 Ethereum,executed,,,False,False
190,,# Risk Parameter Updates for Aave V3 ETH and V3 Arbitrum (2023-03-27),executed,,,False,False
191,,# Add LUSD to Aave Optimism V3 pool,executed,,,False,False
192,,# increase supply cap for cbETH Aave Ethereum V3,executed,,,False,False
193,,# Risk Parameter Updates for Aave V2 AMM Market (2023-03-29),pending,,,False,False
194,,# Configure Isolation Mode Borrowable Assets on V3 Ethereum,executed,,,False,False
195,,# Risk Parameter Updates for Aave V2 AMM Market (2023-03-31),executed,,,False,False
196,,# Add DeFi Saver to Aave V3 FlashBorrowers,executed,,,False,False
197,,"# Add UNI, MKR, SNX & BAL to Ethereum v3",executed,,,False,False
198,,"# Isolation Mode Changes for Aave V3 Avalanche, Polygon, and Arbitrum",executed,,,False,False
199,,# Increase wMATIC Supply Cap & BAL Borrow Cap,executed,,,False,False
200,,# Increase wstETH Borrow Cap on V3 Arbitrum (4/5/2023),executed,,,False,False
201,,# Add LDO to Ethereum Aave v3,executed,,,False,False
202,,# ACI Service Provider Proposal,executed,,,False,False
203,,# Aave v2/v3 Collectors unification,executed,,,False,False
204,,# Update AAVE V3 ETH Risk Parameters,executed,,,False,False
205,,# Supply/Borrow Cap Updates V3 Arbitrum,pending,,,False,False
206,,# Risk Parameter Updates Aave V3 Optimism,executed,,,False,False
207,,# Risk Parameter Updates for Aave V3 Polygon (2023-04-21),executed,,,False,False
208,,# Upgrade Aave V3 pools to Aave V3.0.2,canceled,,,False,False
209,,# Increase SupplyCap stMATIC Polygon & wETH Arbitrum,executed,,,False,False
210,,# Add wstETH to Polygon Aave v3,executed,,,False,False
211,,# BAL Interest Rate Upgrade,executed,,,False,False
212,,# Aave Metis V3,executed,,,False,False
213,,# Upgrade Aave V3 pools to Aave V3.0.2,executed,,,False,False
214,,# Upgrade the safety module to v1.5 PART 1,executed,,,False,False
215,,# Gauntlet Recommendations for Polygon V3 and Arbitrum V3,executed,,,False,False
216,,# Risk Parameter Updates Aave V3 Polygon,canceled,,,False,False
217,,# Supply and Borrow Cap Updates Aave V3,canceled,,,False,False
218,,# Add MAI to Aave Optimism V3 pool,executed,,,False,False
219,,# Add MAI to Aave Arbitrum V3 pool,executed,,,False,False
220,,# MaticX Supply Cap Increase Polygon v3 and AGD Approval,pending,,,False,False
221,,# Upgrade the safety module to v1.5 PART 2,executed,,,False,False
224,,# Aave V2 Interest Rate Curve Changes (4/21),executed,,,False,False
225,,# LST Supply Cap Increase Polygon & Arbitrum,executed,,,False,False
226,,# Risk Parameter Updates for Ethereum v3 (05/09/2023),executed,,,False,False
227,,# Aave V3 Interest Rate Curve Changes (4/27),executed,,,False,False
228,,# AGD Approval,executed,,,False,False
229,,# MaticX Supply Cap Increase Polygon v3,executed,,,False,False
230,,# Fix rate strategies issue on Aave v2 Polygon,executed,,,False,False
231,,# wMATIC Supply & Borrow Cap Increase Polygon v3,executed,,,False,False
232,,# Activate Emode for rETH Aave Ethereum V3,executed,,,False,False
233,,"# Aave Stablecoin E-mode changes for V3 Avalanche, Optimism, Polygon, and Arbitrum",executed,,,False,False
234,,# Caps Plus Risk Steward,executed,,,False,False
235,,# DeFi Saver Aave V3 FlashBorrowers Whitelist Part II,executed,,,False,False
236,,# Price feeds operational update,executed,,,False,False
237,,#  BUSD Offboarding Plan Part II,executed,,,False,False
238,,"#  Update Mai Token implementations, unpause & enable flashloanable",executed,,,False,False
239,,# Deprecate Aave V2 AMM Market,executed,,,False,False
240,,# Add LUSD to Arbitrum Aave V3,pending,,,False,False
241,,#  Polygon Supply Cap Update,executed,,,False,False
242,,# Add rETH to Arbitrum Aave v3,executed,,,False,False
244,,# Add ENS to Aave V3 Ethereum,executed,,,False,False
245,,# Add 1INCH to Aave V3 Ethereum,executed,,,False,False
246,,# Risk Parameter Updates for AAVE V2 Ethereum,pending,,,False,False
247,,# Risk Parameter Updates Aave V3 Ethereum,executed,,,False,False
248,,#  Price feeds operational update Pt2 - stETH,executed,,,False,False
249,,#  Treasury Management - Acquire B-80BAL-20WETH,canceled,,,False,False
250,,#  Polygon v2 - Parameter Update,executed,,,False,False
251,,#  Add Native USDC To Arbitrum V3 Pool,executed,,,False,False
252,,#  Chaos Labs V2 to V3 Migration Next Steps,executed,,,False,False
253,,#  Freeze TUSD Reserve on Aave V2 Ethereum,executed,,,False,False
254,,#  Chaos Labs - Payment Collection Request,executed,,,False,False
255,,#  Chaos Labs Risk Parameter Updates - CRV Aave V2 Ethereum,executed,,,False,False
256,,# Lower TUSD LT and LTV on Aave V2,executed,,,False,False
257,,#  Optimism - Create ETH eMode Category,executed,,,False,False
258,,#  Optimism - Create ETH eMode Category,canceled,,,False,False
259,,#  Add FRAX Arbitrum Aave v3 ,executed,,,False,False
260,,#  Add FRAX Ethereum Aave v3 ,executed,,,False,False
261,,#  Treasury Managemet - Acquire wstETH & rETH,executed,,,False,False
262,,#  Price feeds operational update Pt2.5 - wstETH,executed,,,False,False
263,,#  Gas Rebate for Recognized Delegates,executed,,,False,False
264,,#  Chaos Labs Risk Parameter Update - CRV Aave V3 Polygon,executed,,,False,False
265,,#  Chaos Labs - Increase wstETH Supply Cap on V3 Arbitrum,executed,,,False,False
266,,#  Ethereum v2 - Parameters Update,executed,,,False,False
267,,#  Treasury Management - Acquire B-80BAL-20WETH,executed,,,False,False
268,,# GHO Mainnet Launch,executed,,,False,False
269,,"# Gauntlet Cap Updates for Ethereum, Optimism Aave v3",executed,,,False,False
270,,#  Add RPL to Aave V3 Ethereum pool,executed,,,False,False
271,,#  Make USDT a collateral for Aave V3 ETH Pool,executed,,,False,False
272,,#  Chaos Labs Risk Parameter Updates - Aave V2 Ethereum,executed,,,False,False
273,,#  add ARB to Aave V3 Arbitrum Pool,executed,,,False,False
274,,#  Bug Bounty May 2023,executed,,,False,False
275,,#  Add rETH Aave v3 Optimism,executed,,,False,False
276,,#  MaticX Polygon Supply Cap Update,pending,,,False,False
277,,"# Gauntlet Risk Parameter Updates for Ethereum v3, Arbitrum v3, Ethereum v2",executed,,,False,False
278,,#  MaticX Polygon Supply Cap Update,executed,,,False,False
279,,#  Chaos Labs Risk Parameter Update - MAI Aave V3,executed,,,False,False
280,,#  Chaos Labs Risk Parameter Updates - CRV Aave V2 Ethereum,canceled,,,False,False
281,,#  Set Metis Foundation Wallet as Emission Manager for METIS Token on Aave V3 Metis Pool,executed,,,False,False
282,,#  Acquire More aUSDC on Aave Ethereum Collector,executed,,,False,False
283,,#  Chaos Labs Risk Parameter Updates - FEI on Aave V2 Ethereum,executed,,,False,False
284,,#  Reserve Factor Updates - Polygon Aave v2,executed,,,False,False
285,,#  TUSD offboarding plan,executed,,,False,False
286,,# Gauntlet Recommendation for CRV LTV -> 0 on Aave v2 Ethereum,executed,,,False,False
287,,#  Cancel Llama Streams,executed,,,False,False
288,,"# Gauntlet Recommendation to reduce CRV LT, LTV, debt ceiling on V3 Ethereum and CRV LT, LTV on V3 Polygon",executed,,,False,False
289,,#  aCRV OTC Deal,executed,,,False,False
290,,#  [ARFC] Increase MaticX supply cap,canceled,,,False,False
291,,#  TUSD offboarding plan,pending,,,False,False
292,,#  Reduce CRV LT by 6%,executed,,,False,False
293,,#  Disable CRV Borrowing For Ethereum and Polygon V3,executed,,,False,False
294,,#  BUSD Offboarding Plan Part III,executed,,,False,False
295,,#  Supply Cap increase - wstETH,executed,,,False,False
296,,#  LUSD collateral activation,executed,,,False,False
297,,# Gauntlet Recommendation to Freeze CRV on Aave v2 Ethereum,executed,,,False,False
298,,#  stataToken operational update,executed,,,False,False
299,,#  Aave v3 Base Activation,executed,,,False,False
300,,#  Supply Cap Update - stMATIC Polygon v3,executed,,,False,False
301,,#  [ARFC] Increase MaticX supply cap,executed,,,False,False
302,,#  Swap assets to aUSDC,executed,,,False,False
304,,#  Chaos Labs Scope and Compensation Amendment,executed,,,False,False
305,,#  CRV Aave V2 Ethereum - LT Reduction,executed,,,False,False
306,,#  sDAI onboarding,executed,,,False,False
307,,#  Gho unpause and freezing,executed,,,False,False
308,,#  GHO update on Aave V3 Ethereum Pool,executed,,,False,False
309,,#  Chaos Labs Risk Parameter Updates - Aave V3 Optimism,executed,,,False,False
310,,#  Funding Aave Robot for Governance V2 Automation,executed,,,False,False
311,,#  Aave BGD Phase 2,executed,,,False,False
312,,#  Reserve Factor Updates - Polygon Aave v2,executed,,,False,False
313,,#  Sigma Prime Audit Budget Extension,executed,,,False,False
314,,#  SupplyCapLSTs,pending,,,False,False
315,,#  Chaos Labs Risk Parameter Updates,executed,,,False,False
316,,#  Quarterly Gas Rebate Distribution August 2023,executed,,,False,False
317,,#  AURA OTC Deal,executed,,,False,False
318,,"# Freeze MAI/MIMATIC, set LTV -> 0 for Arbitrum, Avalanche, Polygon, Optimism v3",executed,,,False,False
319,,#  Freeze Stewards,executed,,,False,False
320,,#  Chaos Labs Risk Parameter Updates _ Aave V3 Ethereum,executed,,,False,False
321,,"# Gauntlet recommendation to set MAI/MIMATIC isolated debt ceiling to 0 for Arbitrum, Avalanche, Polygon, Optimism v3",canceled,,,False,False
322,,#  Aave V3 Ethereum MKR Debt Ceiling Update,executed,,,False,False
323,,#  GHO Borrow Rate Update,executed,,,False,False
324,,"#  Rescue Mission Phase 2, 3",executed,,,False,False
325,,#  Aave <> Immunefi program activation,executed,,,False,False
326,,#  CRV Aave V2 Ethereum LT Reduction,executed,,,False,False
327,,"# Gauntlet recommendation to set WETH slope 1 to 3.3% on v3 markets, excluding Ethereum v3",executed,,,False,False
329,,#  TokenLogic Service Provider Proposal,canceled,,,False,False
331,,#  Aave treasury RWA Allocation Part I,executed,,,False,False
332,,#  Expansion of Orbit,executed,,,False,False
333,,#  Treasury Management - Create AGD GHO Allowance,executed,,,False,False
334,,#  Reserve Factor Updates - Polygon Aave v2,executed,,,False,False
335,,#  Treasury Management - Polygon v2 to v3 Migration ,executed,,,False,False
336,,#  TUSD Offboarding Plan Part II,executed,,,False,False
337,,#  OP Risk Parameters Update,executed,,,False,False
338,,#  Add DebtSwapAdapter as FlashBorrower,executed,,,False,False
339,,#  Gauntlet Recommendations to Lower stMATIC/MaticX non-emode LT/LTV on Polygon v3,executed,,,False,False
340,,"#  Gauntlet Recommendations to Lower WETH Variable Base to 0 on Arbitrum, Optimism v3",executed,,,False,False
341,,"#  v2 Deprecation Plan, 2023.10.03",executed,,,False,False
342,,#  STG onboarding on AaveV3 Ethereum Market,executed,,,False,False
343,,#  Fund GHO Liquidity Committee,executed,,,False,False
344,,#  KNC onboarding on AaveV3 Ethereum market,executed,,,False,False
345,,#  Governance V3 Activation,canceled,,,False,False
346,,#  TokenLogic Hohmann Transfer,executed,,,False,False
347,,#  GHO Funding,executed,,,False,False
348,,#  Enable borrow of OP token,executed,,,False,False
349,,#  Futher Increase GHO Borrow Rate,executed,,,False,False
350,,# Events Funding,executed,,,False,False
351,,#  Prices operational update. Unify disabled fallback oracles,executed,,,False,False
352,,#  Enhancing Aave DAO’s Liquidity Incentive Strategy on Balancer,executed,,,False,False
353,,#  Reserve Factor Update October 2023,executed,,,False,False
354,,#  Transfer Assets From Polygon To Ethereum Treasury,executed,,,False,False
355,,#  Governance v2.5 Activation,executed,,,False,False
356,,#  ACI Phase II,executed,,,False,False
357,,#  Aave v3 Gnosis Activation,executed,,,False,False
358,,#  Disable Stable Borrows,executed,,,False,False
359,,#  Multichain Stable Debt Token Upgrades,executed,,,False,False
360,,#  Chaos Labs Risk Management Renewal,executed,,,False,False
361,,#  Liquidations Grace Sentinel activation,executed,,,False,False
362,,#  Aave V2 Ethereum LT Reduction,executed,,,False,False
363,,#  Activate Freezing Steward on v3 missing networks,executed,,,False,False
364,,#  Fixed REP price feed on AAVE v1,executed,,,False,False
365,,#  GHO - Increase Borrow Rate,executed,,,False,False
366,,#  AmendSafetyModuleAAVEEmissions,queued,,,False,False
367,,#  Reserve Factor Updates - Polygon Aave v2,executed,,,False,False
368,,#  Upgrade Aave V3 ETH Poool wETH parameters,executed,,,False,False
369,,#  Chaos Labs CRV Aave V3 Polygon LT Reduction,executed,,,False,False
370,,#  wMATIC Interest Rate Update,executed,,,False,False
372,,#  Add FXS to Ethereum V3,executed,,,False,False
373,,#  TokenLogic Funding,executed,,,False,False
374,,#  Treasury Management - Add to rETH Holding,executed,,,False,False
375,,#  Increase Stablecoin Optimal Borrow Rates,executed,,,False,False
376,,"#  MAI/MIMATIC deprecation, 2023.10.31",executed,,,False,False
377,,"#  Gauntlet recommendation to lower stMATIC, MaticX non-emode LT, pt 2",executed,,,False,False
378,,#  CRVUSD onboarding on Aave V3 Ethereum,executed,,,False,False
379,,#  Chaos Labs Risk Parameter Updates - Increase MKR Debt Ceiling on V3 Ethereum,executed,,,False,False
380,,#  Gauntlet Cap Recommendations for Polygon v3,executed,,,False,False
381,,#  Increase GHO Borrow Rate,executed,,,False,False
382,,#  Onboard Native USDC to Aave V3 Optimism,executed,,,False,False
383,,"#  V2 Deprecation Plan, 2023.11.20",executed,,,False,False
385,,#  AmendSafetyModuleAAVEEmissions,executed,,,False,False
386,,#  Allow Emergency Admin to freeze on Aave V2,executed,,,False,False
388,,,executed,,,False,False
390,,#  Onboarding wstETH to Aave V3 on Base Network,canceled,,,False,False
391,,#  Update PriceOracleSentinel,executed,,,False,False
392,,#  Aave Funding Updates,executed,,,False,False
393,,#  Reserve Factor Updates - Polygon Aave v2,executed,,,False,False
395,,#  Aave Governance V3 Activation,executed,,,False,False
396,,#  Gauntlet <> Aave Renewal 2023,executed,,,False,False
397,,#  Chaos Labs RF and IR Updates - Aave V2 Ethereum,executed,,,False,False
398,,#  Transfer AURA to GLC Safe,executed,,,False,False
399,,#  GHO update on Aave V3 Ethereum Pool for 13/11/2023 Report,executed,,,False,False
400,,#  Gauntlet recommendation to reactivate CRV borrowing on v3,executed,,,False,False
401,,#  Sync emergency admin on v2 AMM,executed,,,False,False
402,,#  Activate Proof of Reserve,executed,,,False,False
403,,#  Treasury Management - Add to rETH Holding (resubmission),executed,,,False,False
404,,#  Chaos Labs V2 Ethereum and Polygon LT Reductions,executed,,,False,False
405,,#  Increase Polygon wstETH Supply Cap,executed,,,False,False
406,,#  Increase GHO Borrow Rate 100 bps to ~6.41% on Aave V3,executed,,,False,False
407,,#  TokenLogic & karpatkey Service Provider Partnership,executed,,,False,False
408,,#  Polygon V2 Reserve Factor Updates,executed,,,False,False
409,,#  Onboard Native USDC to Aave V3 Markets,executed,,,False,False
410,,#  Continuous Security Proposal Aave <> Certora,executed,,,False,False
411,,#  Update GNO Risk Parameters on Aave V3 Gnosis Pool,executed,,,False,False
412,,#  Transfer all CRV positions from Ethereum Mainnet Collector to GLC Safe,executed,,,False,False
413,,#  Request for Bounty Payout - December 2023,executed,,,False,False
414,,#  Treasury Management - Polygon v2 to v3 Migration,executed,,,False,False
415,,#  Aave Governance V3 Activation Short,canceled,,,False,False
416,,#  Aave Governance V3 Activation Short,executed,,,False,False
